section name,section type,size
.text.quec_atParamUint,text,56
.text.quec_atParamUintInRange,text,32
.text.quec_atParamUintInList,text,38
.text.quec_atParamInt,text,50
.text.quec_atParamIntInRange,text,32
.text.quec_atParamIntInList,text,38
.text.quec_atParamUint64,text,54
.text.quec_atParamUint64InRange,text,56
.text.quec_atParamUint64InList,text,50
.text.quec_atParamInt64,text,54
.text.quec_atParamInt64InRange,text,54
.text.quec_atParamInt64InList,text,50
.text.quec_atParamStr,text,48
.text.quec_atParamHexRawText,text,56
.text.quec_atParamRawText,text,28
.text.quec_atParamUintByStrMap,text,40
.text.quec_atParamTrimTail,text,32
.text.quec_atParamIsEmpty,text,16
.text.quec_atParamDefUint,text,28
.text.quec_atParamDefUintInRange,text,32
.text.quec_atParamDefUintInList,text,32
.text.quec_atParamDefInt,text,28
.text.quec_atParamDefIntInRange,text,32
.text.quec_atParamDefIntInList,text,32
.text.quec_atParamDefUint64,text,28
.text.quec_atParamDefUint64InRange,text,52
.text.quec_atParamDefUint64InList,text,36
.text.quec_atParamDefInt64,text,28
.text.quec_atParamDefInt64InRange,text,52
.text.quec_atParamDefInt64InList,text,36
.text.quec_atParamOptStr,text,32
.text.quec_atParamDefStr,text,28
.text.quec_atParamDefUintByStrMap,text,30
.text.quec_atParamHexInt64,text,54
.text.quec_atParamHexInt64InRange,text,54
.text.quec_atParamHexData,text,80
.text.atCmdGetSim,text,4
.text.atCmdSetTimeoutHandler,text,4
.text.atCmdWorkerCall,text,4
.text.atDispatchGetDevice,text,6
.text.atDispatchGetDataEngine,text,2
.text.atDispatchInDataEscape,text,4
.text.atCmdGetDispatch,text,2
.text.atCmdChannelSetting,text,4
.text.atEngineModeSwitch,text,34
.text.atDataIsPPPMode,text,36
.text._atDeviceUserialInit_Ext,text,4
.rodata.quec_at_cmd_start.str1.1,rodata,46
.text.quec_at_cmd_start,text,144
.text.quec_free_attach_at,text,82
.rodata.quec_at_tb_list_clean.str1.1,rodata,30
.text.quec_at_tb_list_clean,text,156
.text.atCmdHandleAT,text,22
.text.quec_at_param_init,text,92
.rodata.quec_at_finish.str1.1,rodata,91
.text.quec_at_finish,text,380
.rodata.quec_app_at_add.str1.1,rodata,24
.text.quec_app_at_add,text,60
.text.quec_app_atcmd_search_desc,text,76
.rodata.quec_at_search_desc.str1.1,rodata,16
.text.quec_at_search_desc,text,208
.rodata.quec_at_cmd_parse.str1.1,rodata,337
.text.quec_at_cmd_parse,text,1848
.rodata.quec_at_thread.str1.1,rodata,276
.text.quec_at_thread,text,1296
.rodata.quec_at_lf_timer_handler.str1.1,rodata,26
.text.quec_at_lf_timer_handler,text,96
.rodata.quec_at_worker_call.str1.1,rodata,45
.text.quec_at_worker_call,text,132
.rodata.quec_at_engine_init.str1.1,rodata,37
.text.quec_at_engine_init,text,108
.text.quec_at_get_engine_id,text,12
.text.quec_at_get_cmd_table,text,32
.text.quec_at_set_error_flag,text,36
.text.quec_at_get_attach_cnt,text,40
.rodata.quec_at_data_arrive.str1.1,rodata,39
.text.quec_at_data_arrive,text,96
.text.quec_at_set_first_info,text,40
.text.quec_at_get_first_info,text,36
.text.quec_at_list_deinit,text,56
.rodata.quec_at_set_timeout_cb.str1.1,rodata,38
.text.quec_at_set_timeout_cb,text,248
.rodata.quec_atc_is_parsing.str1.1,rodata,33
.text.quec_atc_is_parsing,text,100
.rodata.quec_atresp_timeout_cb.str1.1,rodata,27
.text.quec_atresp_timeout_cb,text,220
.text.quec_at_async_param_free,text,16
.rodata.asso_values.11779,rodata,514
.rodata.ql_gAtCmdNameHashIndex,rodata,596
.rodata.ql_gAtCmdTable,rodata,2496
.text.quec_uint_id_cmp,text,22
.rodata.quec_get_code_text.str1.1,rodata,3
.text.quec_get_code_text,text,52
.text.quec_at_get_code_txt,text,36
.rodata.quec_resp_result_code.part.0.str1.1,rodata,11
.text.quec_resp_result_code.part.0,text,116
.rodata.quec_resp_cme_cms.str1.1,rodata,165
.text.quec_resp_cme_cms,text,388
.rodata.quec_resp_ok_error.str1.1,rodata,83
.text.quec_resp_ok_error,text,276
.rodata.quec_atCmdResp.str1.1,rodata,36
.text.quec_atCmdResp,text,100
.rodata.quec_atCmdRespInfoNText.str1.1,rodata,17
.text.quec_atCmdRespInfoNText,text,304
.text.quec_atResp,text,58
.rodata.quec_at_cme_text,rodata,520
.rodata.quec_at_cms_text,rodata,656
.rodata.quec_at_res_text,rodata,96
.rodata.ql_data_engine_tx_proc.str1.1,rodata,52
.text.ql_data_engine_tx_proc,text,212
.rodata.ql_data_engine_esc_seq_guardtime_expire.str1.1,rodata,23
.rodata.quec_data_set_esc_char.str1.1,rodata,47
.text.quec_data_get_esc_char,text,124
.rodata.quec_data_esc_char_parse.str1.1,rodata,17
.text.quec_data_esc_char_parse,text,220
.rodata.ql_data_engine_task.str1.1,rodata,221
.text.ql_data_engine_task,text,1048
.rodata.quec_data_engine_start.str1.1,rodata,41
.text.quec_data_engine_start,text,140
.rodata.quec_data_engine_notify.str1.1,rodata,15
.text.quec_data_engine_notify,text,148
.text.quec_get_data_engine_id,text,12
.rodata.quec_camSetBufopt.str1.1,rodata,41
.text.quec_camSetBufopt,text,164
.rodata.quec_Cam_Init.str1.1,rodata,20
.text.quec_Cam_Init,text,276
.text.quec_CamInit0310SPI,text,40
.text.quec_atcmd_get_dispatch,text,2
.rodata.quec_at_dispatch_reset.str1.1,rodata,28
.text.quec_at_dispatch_reset,text,120
.text.quec_at_dispatch_read_avail,text,80
.rodata.quec_get_dev_by_dispatch.str1.1,rodata,26
.text.quec_get_dev_by_dispatch,text,72
.text.quec_at_dispatch_read,text,100
.text.quec_at_dispatch_write_avail,text,48
.text.quec_at_dispatch_write,text,176
.text.quec_dispatch_set_device,text,6
.rodata.quec_dispatch_create.str1.1,rodata,31
.text.quec_dispatch_create,text,152
.rodata.quec_dispatch_create_vir_port.str1.1,rodata,38
.text.quec_dispatch_create_vir_port,text,108
.rodata.quec_dispatch_delete.str1.1,rodata,17
.text.quec_dispatch_delete,text,80
.text.quec_dispatch_set_mode,text,32
.text.quec_dispatch_get_mode,text,36
.text.quec_dispatch_in_data_escape,text,14
.text.quec_dispatch_get_ppp_session,text,30
.text.quec_dispatch_auto_sleep,text,34
.text.quec_at_invoke_mode_switch_cb,text,42
.rodata.quec_at_mode_switch.str1.1,rodata,28
.text.quec_at_mode_switch,text,128
.rodata.quec_at_bypass_rec_data.str1.1,rodata,23
.text.quec_at_bypass_rec_data,text,96
.text.quec_at_set_sio_hw_needed,text,90
.rodata.quec_ledcfg_event_send.str1.1,rodata,54
.text.quec_ledcfg_event_send,text,88
.rodata.quec_ledcfg_handler.str1.1,rodata,26
.text.quec_ledcfg_handler,text,220
.rodata.quec_ledcfg_init.str1.1,rodata,9
.text.quec_ledcfg_init,text,48
.rodata.base64_encode.isra.0.str1.1,rodata,24
.text.base64_encode.isra.0,text,280
.text.Curl_base64_decode,text,260
.text.Curl_base64_encode,text,12
.rodata.base64,rodata,65
.text.conn_llist_dtor,text,8
.text.bundle_remove_conn,text,50
.text.conncache_find_first_connection,text,32
.text.bundle_destroy.part.0,text,28
.text.free_bundle_hash_entry,text,8
.text.Curl_conncache_init,text,72
.text.Curl_conncache_destroy,text,8
.text.Curl_conncache_size,text,38
.rodata.Curl_conncache_find_bundle.str1.1,rodata,6
.text.Curl_conncache_find_bundle,text,112
.rodata.Curl_conncache_add_conn.str1.1,rodata,58
.text.Curl_conncache_add_conn,text,232
.rodata.Curl_conncache_remove_conn.str1.1,rodata,58
.text.Curl_conncache_remove_conn,text,136
.text.Curl_conncache_foreach,text,124
.text.Curl_conncache_extract_bundle,text,144
.text.Curl_conncache_extract_oldest,text,220
.rodata.Curl_conncache_return_conn.str1.1,rodata,51
.text.Curl_conncache_return_conn,text,108
.rodata.Curl_conncache_close_all_connections.str1.1,rodata,9
.text.Curl_conncache_close_all_connections,text,116
.text.ainext,text,32
.text.conn_is_conn,text,18
.rodata.connect_SOCKS.str1.1,rodata,31
.text.connect_SOCKS,text,172
.text.verifyconnect,text,62
.text.Curl_timeleft,text,184
.text.Curl_persistconninfo,text,84
.text.Curl_addr2string,text,68
.rodata.Curl_updateconninfo.str1.1,rodata,164
.text.Curl_updateconninfo,text,268
.text.post_SOCKS,text,66
.text.Curl_getconnectinfo,text,96
.text.Curl_closesocket,text,98
.text.Curl_socket,text,186
.rodata.singleipconnect.str1.1,rodata,355
.text.singleipconnect,text,976
.text.trynextip,text,78
.rodata.Curl_is_connected.str1.1,rodata,129
.text.Curl_is_connected,text,768
.rodata.Curl_connecthost.str1.1,rodata,36
.text.Curl_connecthost,text,288
.rodata.Curl_conncontrol.str1.1,rodata,57
.text.Curl_conncontrol,text,128
.text.Curl_conn_data_pending,text,76
.rodata.__func__.20714,rodata,10
.text.Curl_unencode_write,text,4
.text.Curl_freeaddrinfo,text,24
.text.Curl_getaddrinfo_ex,text,244
.text.Curl_he2ai,text,224
.text.Curl_ip2addr,text,172
.text.Curl_str2addr,text,66
.text.Curl_isspace,text,20
.text.Curl_isdigit,text,20
.text.Curl_isalnum,text,20
.text.Curl_isxdigit,text,20
.text.Curl_isgraph,text,28
.text.Curl_isprint,text,20
.text.Curl_isalpha,text,20
.text.Curl_isupper,text,20
.text.Curl_islower,text,20
.text.Curl_iscntrl,text,20
.rodata.ascii,rodata,128
.text.charclass,text,40
.text.setcharorrange,text,110
.rodata.loop.str1.1,rodata,49
.text.loop,text,908
.text.Curl_fnmatch,text,18
.rodata.Curl_getworkingpath.str1.1,rodata,4
.text.Curl_getworkingpath,text,248
.text.Curl_get_pathname,text,328
.rodata.WHITESPACE.19653,rodata,5
.rodata.Curl_range.str1.1,rodata,144
.text.Curl_range,text,272
.rodata.Curl_dedotdotify.str1.1,rodata,28
.text.Curl_dedotdotify,text,356
.text.Curl_dyn_init,text,32
.text.Curl_dyn_free,text,32
.text.dyn_nappend,text,176
.text.Curl_dyn_reset,text,40
.text.Curl_dyn_addn,text,40
.text.Curl_dyn_add,text,56
.text.Curl_dyn_vaddf,text,44
.text.Curl_dyn_addf,text,52
.text.Curl_dyn_ptr,text,32
.text.Curl_dyn_len,text,36
.rodata.global_init.str1.1,rodata,29
.text.global_init,text,136
.text.curl_global_init,text,6
.text.curl_global_cleanup,text,32
.rodata.curl_easy_init.str1.1,rodata,57
.text.curl_easy_init,text,68
.rodata.curl_easy_perform.str1.1,rodata,41
.text.curl_easy_perform,text,188
.text.curl_easy_cleanup,text,18
.text.curl_easy_getinfo,text,28
.text.curl_easy_reset,text,114
.text.Curl_isunreserved,text,58
.text.Curl_urldecode,text,216
.text.curl_free,text,12
.text.Curl_fileinfo_alloc,text,16
.text.Curl_fileinfo_cleanup,text,36
.text.freedirs,text,80
.rodata._state.str1.1,rodata,45
.text._state,text,60
.rodata.ftp_state_use_pasv.str1.1,rodata,31
.text.ftp_state_use_pasv,text,108
.rodata.ftp_disconnect.str1.1,rodata,53
.text.ftp_disconnect,text,216
.text.ftp_multi_statemach,text,32
.text.ftp_getsock,text,8
.rodata.ftp_state_retr.str1.1,rodata,88
.text.ftp_state_retr,text,320
.text.close_secondarysocket,text,36
.rodata.ftp_connect.str1.1,rodata,12
.text.ftp_connect,text,132
.rodata.ftp_readresp.str1.1,rodata,25
.text.ftp_readresp,text,64
.rodata.ftp_state_ul_setup.str1.1,rodata,50
.text.ftp_state_ul_setup,text,396
.rodata.ftp_state_use_port.str1.1,rodata,286
.text.ftp_state_use_port,text,1216
.text.ftp_timeleft_accept,text,126
.rodata.AcceptServerConnect.str1.1,rodata,66
.text.AcceptServerConnect,text,184
.rodata.InitiateTransfer.str1.1,rodata,48
.text.InitiateTransfer,text,136
.text.wc_data_dtor,text,32
.rodata.ftp_parse_url_path.str1.1,rodata,84
.text.ftp_parse_url_path,text,592
.rodata.ftp_setup_connection.str1.1,rodata,7
.text.ftp_setup_connection,text,136
.rodata.ftp_state_user.str1.1,rodata,8
.text.ftp_state_user,text,68
.rodata.ftp_state_pwd.str1.1,rodata,4
.text.ftp_state_pwd,text,44
.rodata.ftp_state_loggedin.str1.1,rodata,8
.text.ftp_state_loggedin,text,56
.rodata.ftp_state_user_resp.isra.0.str1.1,rodata,70
.text.ftp_state_user_resp.isra.0,text,216
.rodata.ftp_epsv_disable.str1.1,rodata,72
.text.ftp_epsv_disable,text,132
.text.ftp_domore_getsock,text,128
.text.ftp_endofresp,text,70
.text.ftp_state_size,text,68
.text.ftp_state_type,text,78
.rodata.ftp_state_mdtm.str1.1,rodata,8
.text.ftp_state_mdtm,text,72
.rodata.ftp_state_quote.str1.1,rodata,7
.text.ftp_state_quote,text,448
.rodata.ftp_state_prepare_transfer.str1.1,rodata,39
.text.ftp_state_prepare_transfer,text,160
.rodata.ftp_state_rest.str1.1,rodata,8
.text.ftp_state_rest,text,68
.rodata.ftp_state_type_resp.str1.1,rodata,79
.text.ftp_state_type_resp,text,304
.rodata.ftp_nb_type.str1.1,rodata,8
.text.ftp_nb_type,text,88
.rodata.ftp_state_pasv_resp.str1.1,rodata,319
.text.ftp_state_pasv_resp,text,800
.rodata.Curl_GetFTPResponse.str1.1,rodata,71
.text.Curl_GetFTPResponse,text,244
.rodata.ReceivedServerConnect.str1.1,rodata,270
.text.ReceivedServerConnect,text,228
.rodata.AllowServerConnect.str1.1,rodata,45
.text.AllowServerConnect,text,140
.rodata.ftp_do_more.str1.1,rodata,81
.text.ftp_do_more,text,408
.text.ftp_dophase_done,text,94
.rodata.ftp_doing.str1.1,rodata,40
.text.ftp_doing,text,56
.rodata.ftp_statemach_act.str1.1,rodata,978
.text.ftp_statemach_act,text,2748
.rodata.ftp_do.str1.1,rodata,147
.text.ftp_do,text,984
.rodata.ftp_done.str1.1,rodata,506
.text.ftp_done,text,1188
.rodata.Curl_handler_ftp,rodata,76
.rodata.Curl_handler_ftps,rodata,76
.rodata.ftp_state_names,rodata,140
.rodata.ftpauth.20909,rodata,8
.rodata.mode.20604,rodata,10
.rodata.mode.20655,rodata,10
.rodata.ftp_pl_insert_finfo.isra.0.str1.1,rodata,5
.text.ftp_pl_insert_finfo.isra.0,text,188
.text.Curl_ftp_parselist_data_alloc,text,16
.text.Curl_ftp_parselist_data_free,text,32
.text.Curl_ftp_parselist_geterror,text,4
.rodata.Curl_ftp_parselist.str1.1,rodata,49
.text.Curl_ftp_parselist,text,2252
.text.curl_getenv,text,32
.text.Curl_initinfo,text,188
.rodata.Curl_getinfo.str1.1,rodata,35
.text.Curl_getinfo,text,1800
.rodata.CSWTCH.12,rodata,20
.text.hash_element_dtor,text,40
.text.Curl_hash_init,text,80
.text.Curl_hash_add,text,132
.text.Curl_hash_delete,text,78
.text.Curl_hash_pick,text,64
.text.Curl_hash_destroy,text,48
.text.Curl_hash_clean_with_criterium,text,82
.text.Curl_hash_clean,text,8
.text.Curl_hash_str,text,36
.text.Curl_str_key_compare,text,28
.text.Curl_hash_start_iterate,text,10
.text.Curl_hash_next_element,text,50
.text.hostcache_timestamp_remove,text,44
.text.freednsentry,text,48
.rodata.create_hostcache_id.constprop.0.str1.1,rodata,4
.text.create_hostcache_id.constprop.0,text,76
.rodata.fetch_addr.isra.0.str1.1,rodata,41
.text.fetch_addr.isra.0,text,144
.text.Curl_num_addresses,text,14
.text.Curl_printable_address,text,52
.text.Curl_hostcache_prune,text,80
.text.Curl_fetch_addr,text,60
.text.Curl_cache_addr,text,128
.rodata.Curl_resolv.str1.1,rodata,46
.text.Curl_resolv,text,368
.rodata.Curl_resolv_timeout.str1.1,rodata,41
.text.Curl_resolv_timeout,text,72
.text.Curl_resolv_unlock,text,46
.text.Curl_mk_dnscache,text,36
.text.Curl_hostcache_clean,text,46
.rodata.Curl_loadhostpairs.str1.1,rodata,272
.text.Curl_loadhostpairs,text,608
.text.Curl_resolv_check,text,4
.text.Curl_resolv_getsock,text,4
.text.Curl_once_resolved,text,68
.text.Curl_ipv6works,text,52
.text.Curl_ipvalid,text,16
.rodata.Curl_getaddrinfo.str1.1,rodata,33
.text.Curl_getaddrinfo,text,184
.text.Curl_connect_free,text,2
.text.Curl_ipv6_scope,text,134
.text.Curl_if2ip,text,4
.rodata.inet_ntop4.str1.1,rodata,12
.text.inet_ntop4,text,88
.rodata.Curl_inet_ntop.str1.1,rodata,12
.text.Curl_inet_ntop,text,376
.text.inet_pton4,text,132
.text.Curl_inet_pton,text,308
.rodata.digits.16925,rodata,11
.rodata.xdigits_l.16940,rodata,17
.rodata.xdigits_u.16941,rodata,17
.text.my_libssh2_malloc,text,12
.text.my_libssh2_realloc,text,12
.text.my_libssh2_free,text,16
.text.sshkeycallback,text,10
.text.ssh_perform_getsock,text,24
.text.ssh_getsock,text,4
.text.ssh_setup_connection,text,36
.rodata.sftp_libssh2_strerror.str1.1,rodata,25
.text.sftp_libssh2_strerror,text,24
.rodata.state.str1.1,rodata,36
.text.state,text,56
.text.ssh_block2waitfor,text,32
.text.kbd_callback,text,48
.text.scp_recv,text,54
.text.ssh_tls_send,text,70
.text.ssh_tls_recv,text,70
.text.sftp_recv,text,80
.text.sftp_send,text,80
.text.scp_send,text,80
.rodata.ssh_statemach_act.str1.1,rodata,3236
.text.ssh_statemach_act,text,9644
.text.ssh_multi_statemach,text,54
.rodata.scp_doing.str1.1,rodata,22
.text.scp_doing,text,32
.rodata.ssh_do.str1.1,rodata,17
.text.ssh_do,text,152
.text.sftp_doing,text,32
.rodata.ssh_connect.str1.1,rodata,146
.text.ssh_connect,text,296
.rodata.ssh_block_statemach.constprop.0.str1.1,rodata,20
.text.ssh_block_statemach.constprop.0,text,288
.text.ssh_done,text,60
.text.scp_done,text,26
.text.sftp_done,text,52
.rodata.sftp_disconnect.str1.1,rodata,51
.text.sftp_disconnect,text,56
.text.scp_disconnect,text,30
.rodata.Curl_ssh_init.str1.1,rodata,28
.text.Curl_ssh_init,text,32
.text.Curl_ssh_cleanup,text,4
.rodata.CSWTCH.151,rodata,19
.rodata.CSWTCH.153,rodata,38
.rodata.CSWTCH.162,rodata,80
.rodata.Curl_handler_scp,rodata,76
.rodata.Curl_handler_sftp,rodata,76
.rodata.names.20396,rodata,240
.text.Curl_llist_init,text,12
.text.Curl_llist_insert_next,text,60
.text.Curl_llist_remove,text,88
.text.Curl_llist_destroy,text,28
.text.Curl_llist_count,text,4
.text.Curl_mbedtls_close_all,text,2
.text.Curl_mbedtls_init,text,4
.text.Curl_mbedtls_cleanup,text,2
.text.Curl_mbedtls_get_internals,text,10
.text.Curl_mbedtls_sha256sum,text,18
.text.Curl_mbedtls_session_free,text,24
.text.mbed_send,text,52
.text.mbed_recv,text,74
.rodata.mbed_debug.str1.1,rodata,3
.text.mbed_debug,text,16
.rodata.Curl_mbedtls_random.str1.1,rodata,55
.text.Curl_mbedtls_random,text,192
.rodata.ql_ssl_ignore_ca_check_item.str1.1,rodata,122
.text.ql_ssl_ignore_ca_check_item,text,436
.rodata.mbed_connect_step2.str1.1,rodata,478
.text.mbed_connect_step2,text,692
.rodata.mbed_connect_common.str1.1,rodata,647
.text.mbed_connect_common,text,1648
.text.Curl_mbedtls_connect_nonblocking,text,8
.text.Curl_mbedtls_connect,text,34
.text.Curl_mbedtls_data_pending,text,30
.rodata.Curl_mbedtls_version.str1.1,rodata,17
.text.Curl_mbedtls_version,text,44
.text.mbedtls_x509_crl_free,text,2
.text.Curl_mbedtls_close,text,90
.rodata.Curl_ssl_mbedtls,rodata,96
.rodata.mbedtls_x509_crt_profile_fr,rodata,16
.text.addbyter,text,34
.text.dprintf_DollarString,text,62
.text.alloc_addbyter,text,40
.text.curl_msnprintf,text,26
.rodata.dprintf_formatf.str1.1,rodata,5
.text.dprintf_formatf,text,3080
.text.curl_mvsnprintf,text,48
.text.Curl_dyn_vprintf,text,52
.text.curl_mvaprintf,text,100
.text.curl_maprintf,text,26
.text.curl_mfprintf,text,32
.rodata.lower_digits,rodata,37
.rodata.null.17208,rodata,6
.rodata.strnil.17222,rodata,6
.rodata.upper_digits,rodata,37
.text.trhash,text,14
.text.trhash_compare,text,12
.text.trhash_dtor,text,2
.text.sh_freeentry,text,12
.text.fd_key_compare,text,12
.text.hash_fd,text,14
.rodata.mstate.str1.1,rodata,54
.text.mstate,text,124
.text.multi_deltimeout,text,34
.text.multi_getsock,text,220
.text.sh_getentry,text,28
.rodata.close_connect_only.str1.1,rodata,34
.text.close_connect_only,text,68
.text.multi_timeout.isra.0.part.0,text,128
.text.add_next_timeout.isra.0,text,140
.text.singlesocket,text,620
.text.Curl_multi_handle,text,304
.text.Curl_multiplex_wanted,text,12
.text.Curl_detach_connnection,text,28
.text.Curl_attach_connnection,text,40
.text.Curl_preconnect,text,44
.text.curl_multi_info_read,text,80
.text.Curl_multi_closed,text,78
.text.curl_multi_setopt,text,384
.text.curl_multi_timeout,text,56
.text.Curl_multi_wait.part.0,text,692
.text.curl_multi_poll,text,60
.text.Curl_update_timer,text,138
.rodata.Curl_expire.str1.1,rodata,41
.text.Curl_expire,text,380
.text.curl_multi_add_handle,text,372
.text.process_pending_handles,text,76
.rodata.multi_done.str1.1,rodata,119
.text.multi_done,text,536
.text.curl_multi_cleanup,text,216
.rodata.multi_runsingle.str1.1,rodata,446
.text.multi_runsingle,text,2968
.text.curl_multi_perform,text,148
.text.Curl_expire_done,text,4
.rodata.Curl_expire_clear.str1.1,rodata,71
.text.Curl_expire_clear,text,112
.text.Curl_init_completed,text,18
.rodata.curl_multi_remove_handle.str1.1,rodata,30
.text.curl_multi_remove_handle,text,352
.text.Curl_multi_max_host_connections,text,8
.text.Curl_multi_max_total_connections,text,8
.text.Curl_set_in_callback,text,20
.rodata.finit.20269,rodata,68
.rodata.statename,rodata,68
.rodata.tv_zero.20782,rodata,16
.text.curlx_nonblock,text,28
.rodata.parsedate.constprop.0.str1.1,rodata,75
.text.parsedate.constprop.0,text,1012
.text.Curl_getdate_capped,text,58
.text.Curl_gmtime,text,40
.rodata.Curl_month,rodata,48
.rodata.Curl_wkday,rodata,28
.rodata.month_days_cumulative.17016,rodata,48
.rodata.tz,rodata,828
.rodata.weekday,rodata,28
.text.Curl_pp_state_timeout,text,136
.text.Curl_pp_init,text,46
.text.Curl_pp_setup,text,10
.rodata.Curl_pp_vsendf.str1.1,rodata,3
.text.Curl_pp_vsendf,text,212
.text.Curl_pp_sendf,text,26
.rodata.Curl_pp_readresp.str1.1,rodata,194
.text.Curl_pp_readresp,text,496
.text.Curl_pp_getsock,text,22
.text.Curl_pp_flushsend,text,78
.text.Curl_pp_disconnect,text,28
.text.Curl_pp_moredata,text,28
.rodata.Curl_pp_statemach.str1.1,rodata,42
.text.Curl_pp_statemach,text,256
.text.Curl_pgrsResetTransferSizes,text,34
.text.Curl_pgrsTime,text,218
.text.Curl_pgrsLimitWaitTime,text,164
.text.Curl_pgrsSetDownloadCounter,text,10
.text.Curl_ratelimit,text,160
.text.Curl_pgrsStartNow,text,126
.text.Curl_pgrsSetUploadCounter,text,10
.text.Curl_pgrsSetDownloadSize,text,50
.text.Curl_pgrsSetUploadSize,text,50
.rodata.Curl_pgrsUpdate.str1.1,rodata,17
